amount,time_of_day,frequency,device_change,new_recipient,is_fraud
40299.82149620813,23,2,1,0,0
27511.776881270933,15,3,0,0,0
2171.5832302081035,14,17,0,0,0
31657.935628325522,11,7,0,1,0
47570.215706990646,8,5,1,0,0
30080.989395496414,7,1,1,1,0
40959.623782480085,17,8,0,0,0
44210.43896095704,22,12,1,0,1
11404.760517674675,17,14,1,1,1
10603.029950571425,12,16,1,1,1
30549.438461560734,17,10,1,0,0
20552.01246186543,14,15,1,1,1
41993.22528203315,3,15,1,0,1
45001.25614677716,16,10,0,1,0
17671.715543756603,4,7,0,1,0
11844.291078165128,21,3,0,0,0
39026.495236677845,15,2,0,0,0
13741.026971371257,8,6,1,1,0
41130.893311365406,9,9,0,0,0
21187.488944184493,23,10,0,1,0
33377.82741467423,17,4,0,1,0
4777.670156419575,16,3,0,0,0
31193.342374503973,17,9,1,1,0
22588.932169182717,6,17,1,0,0
29330.83655031053,3,14,0,0,0
8401.542373035427,4,10,0,1,0
36843.95037346416,22,13,1,0,0
43139.991080083884,15,12,1,1,1
10837.773264738691,2,1,0,1,0
4786.632061452566,17,19,1,0,0
1182.9056637307735,22,19,1,0,1
32098.933050662858,20,6,0,1,0
30355.09471040295,13,13,1,0,0
27335.32393829079,14,19,0,1,0
11598.122858702654,16,13,0,1,0
19545.908889279828,0,4,1,1,0
29724.222282973467,20,2,1,1,0
24838.84617609961,16,15,1,1,1
49389.28822522415,22,12,1,0,1
6822.8511880841,10,7,1,1,0
34757.532557825645,16,18,1,1,1
20216.534086446503,13,13,0,1,0
21410.55254666581,19,17,1,1,0
35880.17068514315,18,4,0,1,0
34622.115130067155,20,14,1,1,1
49562.808429115714,6,13,1,0,1
6420.586078416807,23,3,1,0,0
5206.378359558933,12,18,1,1,1
36217.21651761993,17,14,1,1,1
28919.76746340345,22,15,0,1,0
13708.759167323733,13,3,0,0,0
3971.8890300803414,0,1,0,1,0
4283.82682157193,6,17,1,1,0
44709.64954233125,7,3,1,1,1
9594.174368612426,17,14,1,1,1
16169.254734213922,8,3,0,1,0
11333.593454947173,0,13,0,1,0
17750.46029529103,21,15,1,0,0
3472.122713461922,16,18,0,1,0
25953.47048562261,18,14,1,1,1
3381.5605670471527,5,3,1,1,0
40018.025034610255,2,19,0,1,1
11686.37038343974,23,8,0,1,0
27001.055718310927,4,4,0,1,0
44004.07429898535,1,4,0,1,1
32544.21757499066,19,19,1,1,1
26648.356369780213,3,11,1,1,1
16217.363322015664,9,1,0,0,0
16650.76265099684,9,8,0,0,0
33474.678272954305,23,15,0,0,0
49706.97392169716,20,1,0,1,0
33092.29765327908,10,7,1,0,0
27889.613085083874,15,11,1,0,0
36532.794861452065,16,14,1,0,0
23260.815408573624,15,16,1,0,0
3008.05698769666,6,14,1,1,0
28115.278497079613,15,12,1,0,0
47881.306599984506,2,17,1,0,1
8765.971814940624,15,14,0,1,0
34500.55453614247,7,10,1,0,0
10047.483499264164,11,14,0,1,0
26791.84839596959,2,18,0,0,0
4834.7258058863345,16,9,0,0,0
22519.096441972997,20,17,1,0,0
37808.41028143341,17,6,1,1,0
17379.228640424866,10,8,1,0,0
33245.92131263641,3,13,1,0,0
39772.70258952567,15,18,0,1,0
46358.963796153155,16,5,1,0,0
11732.869450690821,8,6,0,0,0
19966.396474549598,5,19,1,0,0
7621.648250507541,23,4,1,0,0
49624.1826244166,19,7,0,0,0
46350.12139524684,1,4,0,1,1
26998.3165568977,8,11,0,1,0
42101.822685526684,20,12,1,1,1
26048.37790562484,5,14,1,0,0
31179.660814449984,2,13,0,0,0
4457.132481368715,19,10,1,0,0
37763.7657544199,5,18,0,0,0
6386.546468278106,6,16,1,0,0
41303.555444996164,0,5,0,1,0
39101.622355431624,22,8,0,1,0
35437.526142451075,0,14,1,1,1
1808.982865857581,4,5,0,0,0
15157.114668910484,5,8,1,1,0
13156.365382972232,12,6,1,1,0
18007.46023716848,1,16,0,1,1
4383.049695445163,14,4,0,1,0
46847.95419373011,14,12,1,0,1
27690.558233378102,12,11,1,0,0
15276.91000859052,13,3,0,1,0
19849.678872197095,21,12,0,1,0
22360.679822701277,6,5,0,1,0
30030.116073697503,13,6,1,1,0
25784.45570539719,23,19,1,1,1
45969.679268747655,9,18,1,1,1
24848.677181808605,16,16,0,1,0
49607.90858315081,13,11,0,1,1
42571.396462297045,7,5,1,1,1
10426.317207352433,3,9,1,0,0
46529.83013698117,15,3,0,1,0
5819.2035278759195,23,8,1,0,0
40872.66797485109,12,6,0,0,0
19031.784050535527,21,4,0,1,0
43898.83804793303,19,12,0,1,1
43402.96644868241,17,12,1,0,1
40296.46408048094,13,16,1,0,1
39501.73178491676,17,10,0,1,0
15234.652275762941,4,14,0,0,0
4046.8832332795578,8,13,1,1,1
20149.605958079308,2,9,0,1,0
8677.052224810446,7,7,1,0,0
34747.859494034186,19,12,1,1,1
17305.640227162738,21,5,1,0,0
48780.534432794884,9,18,0,1,1
32048.962895189256,21,4,0,1,0
41124.20570115442,18,2,0,0,0
6627.101112419679,20,3,0,0,0
43100.86209914886,2,12,1,1,1
46137.9367684792,10,3,0,1,0
24353.608879027975,10,4,1,0,0
30313.04063461112,16,6,0,1,0
38240.725235348866,15,12,0,0,0
8742.756524393368,6,19,0,0,0
25128.801257095656,3,10,0,0,0
19933.75272558788,22,1,0,1,0
7319.553234120293,18,17,1,0,0
18377.353580154282,11,16,0,1,0
3409.547296965293,14,9,0,0,0
1291.5695355673997,10,9,0,1,0
6759.179291451983,4,9,0,1,0
48155.792464347105,4,12,0,0,1
27476.927265214952,14,9,1,0,0
48291.14223549984,17,15,0,0,0
21625.46141862827,10,2,1,1,0
15591.494838129893,11,11,0,1,0
25307.587000149364,1,11,1,1,1
21976.144919956874,19,8,0,0,0
5284.128548402934,14,6,0,0,0
32041.674908195622,19,7,1,0,0
10802.69308729747,3,3,0,0,0
30979.77815693658,21,8,1,0,0
32510.40441881527,17,18,0,1,0
7602.090631579276,5,17,1,0,0
3068.4200059062973,22,11,1,1,0
39038.298541835924,18,2,1,0,0
22990.56138804224,10,19,0,0,0
2909.131611478284,23,7,1,0,0
49743.32099217119,1,18,0,0,1
2889.9702692573355,7,8,1,0,0
34752.0664076988,10,14,1,1,1
49183.96258424542,4,7,1,0,1
11959.766030692064,17,4,0,1,0
7113.326184991121,22,17,0,1,0
6070.125586182023,17,5,0,1,0
15164.45410323221,13,12,1,1,1
5053.189504721324,21,9,0,0,0
34608.3749233649,9,13,0,0,0
3115.5276147050045,2,18,1,0,0
25471.596985361335,8,9,1,0,0
49834.84599579499,2,4,0,0,0
40698.699505031436,10,8,0,1,1
30761.356692112313,11,1,0,0,0
15313.374785709797,11,17,1,0,0
31195.167918745632,2,9,1,1,0
26352.54615411867,20,13,1,0,0
21304.743111134685,6,2,1,0,0
6536.388126633234,13,13,1,1,0
44330.3241578081,23,9,0,0,0
22489.782656417305,10,6,0,1,0
9731.930968526432,6,1,0,1,0
18388.599784513604,20,5,1,0,0
20707.07349669382,9,3,1,1,0
41377.067240448145,10,4,0,0,0
36680.98541368954,14,1,0,0,0
38465.47537717335,18,14,0,0,0
552.552190167932,15,9,1,1,0
20808.283754989894,21,4,1,1,0
24067.726237614545,20,18,1,1,1
960.5946488760113,19,14,1,1,1
12991.400624042966,11,4,1,1,0
38014.73086628363,17,10,0,1,0
6856.348176744224,22,3,0,1,0
26765.97126249813,12,7,1,1,0
10760.878398989858,4,10,1,1,0
607.0266114200198,3,13,0,1,0
12060.831678519475,13,4,1,1,0
48793.71187174778,7,18,1,0,1
40077.054057037596,8,11,0,1,1
47978.872639407346,18,4,1,0,0
24393.214342274197,2,14,1,0,1
5487.700197676498,4,18,0,0,0
27398.426489195674,20,8,1,0,0
22719.412350663482,17,10,1,1,0
42218.00977989806,0,5,0,0,0
4905.030956631445,7,7,0,0,0
24412.568609951886,18,12,1,0,0
7503.283186034519,16,3,0,1,0
16234.471668576109,16,4,0,0,0
36868.1165123126,10,10,1,0,0
23801.43045030896,1,4,0,1,0
18795.03836900332,5,15,1,1,0
19724.419452223196,21,10,0,1,0
22972.878973530926,13,16,0,1,0
39251.042175309005,2,15,1,1,1
44604.34236232278,11,19,1,1,1
47766.77899050991,3,19,1,1,1
39345.3824093785,11,18,0,1,0
15771.029380504888,12,12,1,1,0
34407.04716962102,1,16,1,0,1
21880.71859964554,1,1,0,1,0
12734.276431680513,14,16,0,0,0
42043.738099716706,22,2,0,0,0
1922.2790217672875,16,15,1,1,0
45088.19784477904,6,7,0,1,1
23074.411753772085,13,1,0,1,0
31860.43663893721,11,5,1,1,0
32968.03675636693,16,10,0,0,0
44755.991917586114,13,4,0,0,0
31833.8474386782,5,14,1,1,1
30697.065304418327,18,13,0,0,0
3333.5353759939376,23,1,1,1,0
25920.88268923826,5,16,1,0,1
7509.299871851265,17,9,1,0,0
36871.951002305555,23,16,1,1,1
25611.583818712912,4,19,1,1,1
34011.70873263846,23,15,0,0,0
2084.603357218611,23,14,1,1,1
4240.516010274116,5,10,1,0,0
35816.45307974605,1,12,1,1,1
3605.14471559767,7,1,1,1,0
3563.7651315351645,14,17,0,1,0
606.4116532691377,14,9,0,1,0
47825.11341357571,10,19,0,1,1
36875.680464590885,21,18,1,1,0
17663.217173694706,21,7,0,1,0
14827.482528801474,23,9,0,0,0
17485.81178406273,0,12,1,1,1
38732.90190552791,17,7,1,0,0
33068.86918290965,11,14,0,1,0
9260.593197805529,11,15,0,0,0
8706.292657368884,10,15,0,1,0
4920.684090020152,7,6,0,1,0
33015.475682347205,6,14,1,0,0
38218.86873842458,22,2,1,1,0
13253.056369821876,20,8,1,1,0
1048.2271065846096,1,13,1,1,1
4109.5012021538905,10,6,1,1,0
48393.03388221668,21,5,0,1,0
14772.943429093535,9,5,1,0,0
38461.388168758844,2,1,1,1,0
31233.553779144335,19,9,0,0,0
19097.600043005143,9,6,1,0,0
10285.15742251556,17,7,0,0,0
6070.199521552162,13,9,1,0,0
30751.03338897529,17,5,1,0,0
38731.91439810876,23,14,1,0,1
32195.56877280299,7,5,0,0,0
26515.576360324667,9,8,1,0,0
2098.5192203583815,21,7,0,1,0
48424.4703909416,12,13,1,0,1
39935.910868537074,20,13,1,1,0
14641.809013011536,7,8,0,0,0
48998.536497613175,3,11,0,0,1
30094.47760022647,3,18,1,1,1
29121.550487704117,4,19,0,0,0
37403.910898297174,0,6,1,1,0
40588.677634718784,16,2,1,0,1
32824.2738879678,1,13,0,1,0
6405.659222563635,7,11,0,1,0
16914.037032218926,6,1,0,0,0
46404.25393266216,14,2,1,0,0
11231.555976580752,4,17,0,0,0
18608.97902485183,1,8,1,0,0
21604.412070326856,6,2,0,1,0
21970.810079732913,7,6,0,1,0
30647.366185143783,6,5,0,1,0
47153.848811397635,6,16,0,1,1
12035.394898913415,13,8,0,1,0
6075.947313669602,20,19,1,1,1
9874.327022507006,17,16,0,1,0
44346.35808556327,5,13,0,0,0
32290.894821947644,3,7,1,0,0
14296.053555168768,9,16,1,0,0
40797.531001491894,17,16,1,0,1
43068.638448175436,11,12,1,0,1
42325.87042017521,15,14,0,0,1
45946.40775544408,6,18,0,0,0
12612.798767647906,5,18,1,0,0
37752.34139538517,4,16,0,1,0
23027.514324209726,2,16,1,0,0
42100.08564595019,11,13,1,0,1
36424.805367403496,14,9,0,0,0
38822.59587753973,9,9,0,1,0
32808.435722215894,19,13,1,0,0
8872.261044715873,18,4,0,1,0
27251.80091792802,15,9,1,1,0
49233.50230648588,10,15,1,0,1
46869.46593678945,7,14,1,1,1
2159.6436161147863,2,19,1,0,0
8241.575971656126,22,12,0,0,0
6587.306943954641,6,6,1,0,0
36299.26951935479,22,3,1,1,0
40889.4487075174,6,16,1,0,1
10676.354804167286,13,17,0,0,0
25293.128794898497,1,16,1,0,1
42035.31069753199,9,6,1,1,1
36640.344436767766,18,8,0,1,0
27112.31803738692,8,19,1,1,1
29517.794175248186,15,2,1,1,0
25418.51898526708,18,14,1,0,0
14878.12501748971,17,12,1,0,0
28251.534620957947,8,17,0,1,0
34444.576217202484,15,15,0,0,0
43666.272470124524,12,18,0,1,1
31814.931407608423,9,16,1,0,0
38056.31573062086,19,13,0,0,0
8004.421676093695,13,17,0,1,0
23078.412163515073,11,8,1,1,0
467.5716597348377,18,1,0,0,0
12334.69654721663,6,3,0,1,0
36323.35929393513,22,16,0,0,0
49590.505757516825,14,2,1,0,0
4959.805801261208,15,15,1,0,0
20075.31429874855,7,1,0,0,0
40003.748363989274,9,9,0,1,0
10202.577695810312,3,16,1,0,0
27754.69238016501,18,4,1,0,0
36653.83173018771,18,12,1,0,0
30799.65652755869,20,1,1,1,0
9402.048706036192,14,1,0,0,0
17769.873049718284,13,7,1,1,0
39189.80543248537,0,18,0,1,1
27711.7714800867,15,15,1,1,1
262.47544753209394,9,13,1,1,0
38049.77701064466,18,16,1,1,0
1766.5324356570134,21,7,1,1,0
37286.943402778874,2,16,0,1,0
10124.825527701705,4,13,0,0,0
47903.71593248889,8,14,0,0,0
18397.669624352922,17,17,1,1,1
16347.253885287617,10,12,0,1,0
7445.253628571902,15,13,1,1,0
15280.905170295255,1,15,1,0,1
43832.6614406482,11,4,0,1,0
49816.720547024735,21,2,1,0,0
18416.10821581191,5,18,1,0,0
22431.082937096173,10,2,0,1,0
36103.82483919865,7,15,1,0,0
44309.90282747326,11,19,1,1,1
29652.62366500502,1,15,0,1,1
19576.893383193288,8,10,0,1,0
20631.67942059034,14,11,1,0,0
34781.211706693844,1,10,0,1,0
161.9099619503298,0,5,1,0,0
30979.847283654573,9,9,0,1,0
17775.29502905743,1,19,1,1,1
39710.07236652294,11,13,0,1,0
4650.439000516785,22,18,0,1,0
29410.525145152576,7,17,1,1,1
24049.1635214163,4,6,0,0,0
32116.633969735463,21,10,0,1,0
3243.6148705539345,0,2,1,1,0
28999.609387619137,14,6,0,1,0
28074.667913388228,5,13,0,0,0
28033.44406071413,11,18,0,1,0
30174.779842156146,7,7,1,1,0
33823.720393380885,12,2,0,1,0
40249.644995038805,18,14,1,1,1
13491.766185690589,0,5,1,0,0
41252.645459592924,10,18,0,1,1
24913.285857490417,19,11,1,0,0
3853.8368984374238,0,10,1,0,0
2928.487911269716,7,11,1,0,0
16712.581696484343,4,2,1,0,0
39245.06395859626,16,15,0,1,0
35384.33905611105,7,7,0,1,0
39430.95961865565,9,9,0,0,0
25863.93555302403,1,5,1,0,0
22010.509698776572,8,7,1,0,0
7373.478882787491,23,2,0,1,0
16410.30948771197,22,3,1,0,0
21701.53428932759,2,2,0,0,0
4430.932883551182,17,19,1,0,0
11031.37702360785,6,4,0,0,0
29911.666477892875,14,7,0,0,0
36783.420048845255,20,7,0,1,0
49917.37722213609,21,17,1,0,1
46655.73345384654,19,19,0,1,1
32128.61741156004,17,16,1,1,0
21062.981416650306,2,3,1,1,1
31809.232058046928,22,15,0,1,0
39282.79525239352,13,14,0,1,0
5917.691209978442,23,15,1,0,1
20495.834579924714,1,14,1,1,1
41990.27447949522,13,7,0,1,0
19192.263763700266,21,3,0,0,0
28594.0416890881,10,17,1,1,0
29388.880273749048,15,10,0,0,0
9224.628180428834,7,15,0,0,0
18112.409847172767,6,6,0,0,0
16726.229925807864,10,17,0,0,0
1310.8092298947076,2,17,1,0,1
1210.5640028038708,16,14,1,1,1
41585.020486744994,13,18,0,0,1
13654.267427830648,5,5,0,0,0
25904.420233174533,7,8,1,1,0
14936.979953865064,21,7,1,1,0
47034.02157652191,4,4,1,1,1
12965.578646529822,7,18,1,1,1
21483.410980134016,1,5,1,0,0
43636.63979397961,14,16,0,1,1
42096.83640602364,11,14,0,0,0
9305.88479089602,16,19,1,1,1
40132.36284647573,0,14,1,1,1
22909.886150007893,14,9,0,1,0
24148.960635395677,13,6,1,1,0
6674.865140824773,19,17,1,1,1
4030.9950863424756,21,19,0,0,0
36397.23740938128,15,12,0,0,0
24823.56115661263,8,4,0,0,0
21843.09828005636,0,16,0,1,0
36475.68192439118,16,11,1,0,0
38275.8794366565,12,4,0,1,0
7946.249475300009,20,17,1,1,0
30511.64724873259,20,8,1,0,0
6768.568759801999,4,14,1,0,1
37569.00292636626,9,2,1,1,0
32848.100858200705,5,11,0,1,0
47830.77443955182,23,11,1,0,1
3448.8318598047026,18,6,1,1,0
2853.6790028415644,12,14,1,0,0
14110.071547585314,0,10,0,0,0
13086.022481111562,19,8,0,1,0
12349.692974800919,14,7,0,1,0
45312.822771471314,13,8,0,1,0
12478.060446275456,7,8,0,1,0
13598.21435670542,9,2,1,0,0
37970.15372263577,8,16,0,1,0
22487.54238268455,16,9,1,0,0
38835.7511372021,8,13,0,0,0
3269.2425120616977,2,12,1,1,1
24379.072112475544,10,17,0,0,0
1681.6463955639483,11,2,1,1,0
3133.597519564271,9,13,0,1,0
45321.966229767204,16,1,1,0,0
6963.129310508641,16,19,1,0,0
26621.50169307858,10,11,1,0,0
20555.369034432726,21,5,1,1,1
17367.818969615873,3,1,1,1,1
44991.767451017935,6,13,1,0,1
1092.1480153776995,20,8,0,1,0
33189.82051909328,13,6,0,1,0
48169.75831624331,6,17,1,0,1
28008.849004908636,23,12,1,1,1
46841.18627919256,7,1,1,0,0
2613.8417064219025,0,3,1,0,0
20940.247160388997,23,14,1,0,1
13008.629390311597,21,8,1,1,0
36541.31742807151,3,11,1,0,1
49064.87322777184,11,14,0,0,1
12827.246592149946,23,8,1,0,0
32709.07589910225,2,3,1,0,0
9905.683540354246,12,7,0,1,0
28266.947398325923,19,19,0,0,0
23197.160401930123,5,4,1,1,0
48600.294476247225,10,16,0,0,0
30426.75510755063,22,13,0,1,0
17475.969097968853,3,19,0,1,0
5705.675148611781,19,5,1,1,0
7563.190189917993,15,5,1,1,0
11266.621180631802,6,4,0,0,0
12549.082100353558,21,2,1,0,0
42530.95227599905,10,13,1,1,1
28061.578191337965,23,16,1,1,1
26170.022177806946,0,2,0,1,0
5739.328824589004,6,19,0,0,0
43007.1245277784,11,17,0,1,1
36140.99234612098,6,5,0,1,0
3384.350426638179,22,18,1,0,0
35392.04702639121,6,18,1,0,0
27177.36732891496,9,8,1,0,0
4087.185561993166,15,15,0,0,0
22915.573775791294,7,13,0,0,0
24235.32966021522,8,13,1,0,0
8289.561233623625,8,16,0,1,0
47284.96165186712,1,13,0,1,1
42498.918598661614,12,2,1,0,0
33451.44784411808,12,3,0,1,0
23115.31575446936,22,15,0,0,0
20588.86531368384,22,19,1,1,1
32549.022384080556,3,13,0,0,0
27272.048038475867,23,5,1,0,0
3114.593020988399,11,6,1,1,0
25625.619935867813,16,14,0,1,0
40320.374458024744,1,4,1,0,1
22962.534639970305,12,19,0,0,0
2598.7769211358664,17,7,0,0,0
39314.12369100227,14,4,0,0,0
10068.987743016583,7,2,0,0,0
12931.783123567051,14,7,0,0,0
8236.152965261363,0,3,0,1,0
16511.423028510006,19,15,0,1,0
37837.81853292606,9,1,0,1,0
25969.773589337365,11,2,0,1,0
10244.858826261478,4,10,1,1,0
43891.62607752389,8,16,1,0,1
43979.21316572151,22,15,0,0,0
43529.0506738753,7,15,0,1,1
11940.571772865582,15,14,0,0,0
22562.515969705222,13,14,1,1,1
49249.497817387615,12,6,1,1,1
38600.85180302321,22,14,0,0,0
1359.3438938567654,20,17,0,0,0
3261.164358433342,12,18,0,1,0
23197.104909239824,4,19,1,1,1
45461.101072872145,15,17,0,1,1
26935.551195837757,10,16,1,1,0
24891.127589206477,21,8,1,0,0
5274.579524131573,4,7,0,1,0
32839.348456109976,12,12,1,0,0
41105.335926850676,10,9,0,1,0
19021.61995537061,18,14,1,1,1
38780.816934415445,2,1,1,0,0
48223.86821838668,14,10,0,0,0
10189.119189925326,6,17,0,0,0
26166.95823010587,6,17,1,0,0
14357.610766270693,5,17,1,0,0
39642.92809727293,2,4,1,1,1
28880.090700691995,12,17,0,1,0
31729.48629509764,6,18,0,1,0
39895.910066635086,4,2,0,0,0
19799.12766265008,22,8,0,0,0
45754.588330283754,17,13,1,0,1
26651.91033343975,21,15,1,1,0
7898.583186944565,7,9,1,0,0
34795.26000932195,16,3,1,1,0
39663.274260562284,19,3,1,1,0
15838.767091699267,0,2,0,1,0
42859.10567068065,13,1,0,0,0
45307.256595033556,16,14,1,1,1
13845.947464403069,9,17,1,1,1
49176.09011428839,11,13,1,1,1
7036.435690909872,15,19,1,0,0
10101.581404456096,13,15,1,1,1
9212.057737062069,15,14,1,0,0
44699.59151068352,7,2,1,0,0
32714.97332369577,22,7,1,1,0
7606.062056830421,9,17,0,1,0
22016.73059499908,16,18,1,0,0
30765.28595546503,17,6,1,1,0
4174.120785384175,19,8,0,0,0
44120.936003998526,15,2,0,0,0
40180.373168541315,16,1,1,0,1
25260.833472058333,15,16,0,1,0
48356.36363634326,18,7,0,0,0
20888.63120277571,23,11,1,0,1
49205.53184150586,23,15,0,1,1
33396.33202018255,7,13,1,1,1
31733.928991423818,5,2,1,0,0
8298.578809893954,5,14,1,0,0
44096.505987473894,20,6,0,0,0
21375.056906342837,8,9,0,1,0
8112.5080557181855,3,7,1,0,0
631.3633912679762,11,18,1,0,0
27988.22442623549,11,9,0,1,0
26370.453706511693,22,4,1,1,0
35967.961764835556,16,9,0,0,0
44513.01239283709,14,4,0,1,0
3971.249825566833,8,12,0,0,0
36575.09302052778,6,4,0,0,0
9371.409792935014,9,14,0,1,0
42908.99448080504,15,7,0,0,0
40953.356629568945,11,13,1,0,1
27040.146955522232,6,8,1,1,0
35512.42968836695,17,5,0,0,0
15718.191309074236,14,12,0,1,0
23558.9237787418,5,13,1,0,0
41082.023248625876,11,14,1,1,1
22963.800593463522,10,18,1,1,0
17890.555468006765,19,4,1,1,0
24711.128150067743,2,18,1,1,1
41412.63437260848,1,7,1,1,1
16761.067160496266,5,15,1,1,1
8688.905895194053,23,6,1,0,0
35600.989002518705,21,16,0,0,0
41299.08465719138,4,8,1,1,1
5032.773288698143,17,16,0,0,0
11994.46576368448,15,16,1,1,1
7099.457516059934,7,3,1,1,0
17397.72263769675,19,17,1,0,0
22518.09859429173,21,9,1,1,0
37441.56802182836,10,3,1,0,0
32557.728096498824,9,7,0,1,0
31046.80744535408,23,18,1,1,1
17619.39495553611,11,12,0,0,0
42072.53620668491,20,19,0,1,1
23564.887082740832,5,16,1,1,1
48955.26779581971,19,17,0,1,1
31707.472772648547,4,15,1,0,1
6314.110813483572,22,1,1,0,0
33809.20192620962,8,2,1,0,0
16255.875667569517,15,8,0,0,0
34316.673507108186,21,2,1,0,0
3482.9877669721245,13,19,0,1,0
8744.896977360793,21,9,1,0,0
42787.00720803041,7,9,1,0,1
11359.750671618722,19,13,0,1,0
41852.21922102176,18,6,0,1,0
13964.525146632068,13,15,0,0,0
32144.452621025324,6,19,0,1,0
34707.83452491804,4,15,0,1,0
25633.2250024995,17,18,0,1,0
15266.228524159867,1,7,1,0,0
10633.006174178436,10,11,0,1,0
1660.4345387667486,21,8,1,1,0
15198.01611563495,7,6,1,0,0
32658.48636377362,0,8,1,1,1
46915.30261760569,21,2,1,1,1
43560.352908670335,11,19,1,0,1
38303.472761988596,1,16,0,0,0
39422.57871532168,17,7,1,0,0
33249.58018889629,6,10,1,1,0
13015.082591442584,16,12,1,0,0
45359.84434026079,21,17,0,0,0
33536.9448629798,22,7,0,1,0
28022.471108391015,13,8,0,1,0
5550.36247120484,23,7,0,1,0
22353.330134777465,6,4,1,1,0
23018.453201825112,21,3,0,1,0
43228.315912523976,2,19,1,0,1
27332.864361169235,5,15,0,0,0
19020.647047971514,19,4,0,0,0
48840.03962520446,1,9,0,1,1
5536.9189457224575,16,13,0,0,0
21127.998867168917,11,18,1,1,1
2102.191733895093,11,16,0,1,0
36995.46613422575,16,1,1,0,0
45903.909533405335,9,4,1,0,0
14002.586440194922,2,18,1,1,1
42917.225498279244,19,8,1,1,1
14611.619304864427,17,16,1,0,0
45538.597312034115,12,11,1,0,1
37698.3412179356,11,19,1,1,0
40245.53393529509,16,19,0,1,1
901.3097734671245,3,18,1,1,1
48140.555043344226,22,19,0,1,1
36333.82293252409,9,11,0,0,0
15238.25001821128,10,3,1,0,0
41469.903848277485,5,8,1,1,1
14076.778399548082,5,19,0,1,0
43637.81922446683,8,10,0,0,0
5629.906940206439,14,16,1,1,0
35184.595187062325,1,5,1,1,0
27035.38313376887,3,9,0,1,0
4827.626975301845,4,8,0,1,0
12095.44951911369,16,11,1,1,1
621.1894098294622,7,16,0,1,0
23438.929505259828,7,7,0,0,0
15063.961772739258,21,15,1,1,0
29918.27585740364,11,17,0,0,0
14862.59314762315,20,6,1,0,0
14996.655656237728,7,15,1,0,0
37159.91674338144,18,8,1,1,0
2408.093656081694,2,7,0,1,0
45144.84686460417,17,2,1,1,1
42613.341455684684,20,13,0,0,1
33390.5663566371,18,6,1,0,0
29661.48528379911,18,5,1,1,0
44615.232604484474,14,1,0,1,0
9267.323646256193,5,18,0,0,0
3949.3791403792397,15,15,0,0,0
11976.268985306995,7,10,1,0,0
39729.119356730815,15,3,0,1,0
1734.4786660574396,17,5,1,0,0
29140.758947339396,19,13,0,0,0
49771.88037204931,15,8,1,0,1
42784.94899578313,10,2,1,1,1
26072.76300649043,6,9,1,1,0
3182.9818234228305,16,17,1,1,1
41568.844345771104,16,18,0,0,0
29949.32643035235,11,13,0,0,0
5747.534919981282,12,1,1,0,0
4693.770383882987,9,12,1,0,0
45481.43134501018,6,5,0,1,0
33460.34394664098,13,8,0,0,0
41464.51067903846,22,15,0,0,0
43949.06603521309,0,3,0,1,1
28589.045830064064,16,6,0,0,0
25872.80014140031,3,13,0,0,0
21521.94008863919,20,12,1,0,0
15848.012442968173,4,19,0,1,0
21730.36344697473,19,18,0,0,0
38694.20890685209,23,1,1,1,0
30096.569627325563,22,7,0,0,0
44626.27197445235,6,12,0,1,1
22169.557338945007,9,10,0,1,0
30354.871846358983,16,12,1,1,1
31565.746347046344,6,11,0,0,0
29585.26641815397,0,4,1,0,0
35131.98602050273,6,19,0,1,0
11872.435985271939,23,6,1,1,1
25618.676513511986,10,9,0,0,0
5212.135915614575,8,10,0,1,0
19226.181870912984,11,5,0,0,0
24383.8657639946,2,13,1,0,1
32611.560753014077,3,9,0,1,0
47526.60209825759,3,2,0,1,0
30032.952676351244,12,18,1,0,0
37179.95221491181,22,1,1,0,0
25313.796708700644,18,12,1,0,0
31705.56746478519,9,10,0,1,0
3547.5398744725376,4,2,1,0,0
12720.324650511508,6,9,0,1,0
18093.29280716373,23,2,1,1,0
23625.195256970674,15,14,1,0,0
2283.3916263736846,0,11,0,1,0
7002.064853568331,11,11,0,1,0
13841.438575257498,1,17,0,1,1
48576.663012361634,6,4,0,1,0
16568.019008145435,10,13,1,0,0
24102.570864546014,12,7,1,0,0
9805.68953920691,1,16,1,1,1
30539.392773717336,6,1,0,1,0
14034.8800925832,14,13,0,1,0
10350.4219293429,10,1,1,1,0
25829.114849670506,1,11,1,1,1
276.28445222188066,6,6,0,0,0
384.19396842861715,3,3,1,0,0
10954.221386283787,10,12,1,0,0
1837.0314036785562,1,5,1,0,0
5402.1796807804385,15,9,0,1,0
16943.69360628824,6,12,1,1,1
40129.48139331106,12,10,0,0,0
28602.86011982167,4,19,1,0,0
25633.873630094866,16,5,0,0,0
14675.147671582874,20,5,1,1,0
46587.754217921385,11,9,1,1,1
19851.355046818346,18,17,1,1,1
4355.551247021779,6,10,0,0,0
30853.708739373946,5,1,1,0,0
5692.805835436594,7,16,1,1,1
17261.811916941802,12,15,0,1,0
25371.089523951727,4,17,0,1,1
43711.252011734105,1,13,1,0,1
24677.835470425594,8,1,1,1,0
35113.23604281718,10,8,1,1,0
49640.84913311452,23,5,1,0,1
6575.324505779183,5,6,1,1,0
13737.301544450456,6,14,0,1,0
19729.40920380672,6,11,1,1,1
21091.98709876303,18,6,0,1,0
